,location,total_sqft,bath,price,bhk
4746,Kudlu Gate,1183.0,2.0,79.54,2
4747,Kudlu Gate,1850.0,3.0,110.0,3
4749,Kudlu Gate,1183.0,2.0,79.54,2
4750,Kudlu Gate,1200.0,2.0,44.4,2
4752,Kudlu Gate,1310.0,2.0,53.0,2
4753,Kumaraswami Layout,2000.0,4.0,139.0,4
4754,Kumaraswami Layout,1000.0,2.0,48.5,2
4755,Kumaraswami Layout,1000.0,2.0,58.0,2
4756,Kumaraswami Layout,2400.0,7.0,125.0,7
4757,Kumaraswami Layout,2400.0,2.0,125.0,3
4758,Kumaraswami Layout,1310.0,2.0,70.0,3
4759,Kumaraswami Layout,850.0,1.0,78.0,1
4760,Kumaraswami Layout,3200.0,7.0,150.0,7
4761,Kumaraswami Layout,1310.0,2.0,85.0,3
4762,Kumaraswami Layout,2450.0,3.0,110.0,4
4763,Kumaraswami Layout,3100.0,7.0,145.0,7
4764,Kumaraswami Layout,1200.0,3.0,75.0,3
4765,Kumaraswami Layout,1081.0,2.0,60.0,2
4766,Kundalahalli,1724.0,3.0,125.0,3
4767,Kundalahalli,1030.0,2.0,49.0,2
4768,Kundalahalli,735.0,2.0,57.99,2
4769,Kundalahalli,1047.0,2.0,82.0,2
4770,Kundalahalli,1397.0,3.0,105.0,3
4771,Kundalahalli,1724.0,3.0,127.0,3
4772,Kundalahalli,1010.0,2.0,49.27,2
4773,Kundalahalli,1397.0,3.0,110.0,3
4774,Kundalahalli,1397.0,3.0,104.0,3
4775,Kundalahalli,1397.0,3.0,108.0,3
4776,Kundalahalli,1920.0,3.0,150.0,3
4777,Kundalahalli,1397.0,3.0,105.0,3
4779,Kundalahalli,1724.0,3.0,124.0,3
4780,Kundalahalli,1047.0,2.0,84.0,2
4781,Kundalahalli,1047.0,2.0,83.0,2
4782,Kundalahalli,7000.0,4.0,550.0,4
4784,Kundalahalli,1120.0,2.0,53.76,2
4785,Kundalahalli,1047.0,2.0,82.62,2
4786,Kundalahalli,1047.0,2.0,91.0,2
4787,Kundalahalli,1724.0,3.0,146.0,3
4788,Kundalahalli,1600.0,3.0,170.0,3
4790,Kundalahalli,1724.0,3.0,125.0,3
4791,Kundalahalli,1010.0,2.0,48.27,2
4792,Kundalahalli,1047.0,2.0,89.0,2
4793,Kundalahalli,2500.0,5.0,245.0,4
4794,Kundalahalli,1397.0,3.0,105.0,3
4796,Kundalahalli,1047.0,2.0,72.0,2
4797,Kundalahalli,1260.0,2.0,58.0,2
4798,Kundalahalli,3092.0,4.0,230.0,4
4799,Kundalahalli,1065.0,2.0,70.0,2
4800,Kundalahalli,1724.0,3.0,146.0,3
4801,Kundalahalli,1047.0,2.0,91.0,2
4802,Kundalahalli,1724.0,3.0,128.0,3
4803,Kundalahalli,1315.0,2.0,74.0,2
4804,Kundalahalli,2100.0,3.0,150.0,3
4805,Kundalahalli,1724.0,3.0,125.0,3
4806,Kundalahalli,1724.0,3.0,140.0,3
4807,Kundalahalli,1175.0,2.0,65.0,2
4809,LB Shastri Nagar,1043.0,2.0,55.0,2
4810,LB Shastri Nagar,1184.0,2.0,69.0,2
4811,LB Shastri Nagar,665.0,1.0,32.0,1
4812,LB Shastri Nagar,1250.0,2.0,48.5,2
4813,LB Shastri Nagar,1400.0,2.0,80.0,3
4814,LB Shastri Nagar,1184.0,2.0,62.0,2
4815,LB Shastri Nagar,1200.0,2.0,47.0,2
4816,LB Shastri Nagar,1200.0,2.0,75.0,2
4817,LB Shastri Nagar,1000.0,2.0,49.5,2
4818,Laggere,2800.0,5.0,125.0,5
4819,Laggere,1200.0,3.0,130.0,3
4820,Laggere,1200.0,1.0,125.0,1
4821,Laggere,1200.0,2.0,75.0,2
4822,Laggere,620.0,2.0,48.0,1
4823,Lakshminarayana Pura,1185.0,2.0,75.0,2
4824,Lakshminarayana Pura,1600.0,2.0,108.0,3
4825,Lakshminarayana Pura,1180.0,2.0,75.0,2
4826,Lakshminarayana Pura,1172.0,2.0,82.0,2
4827,Lakshminarayana Pura,1179.0,2.0,75.0,2
4828,Lakshminarayana Pura,1149.0,2.0,75.0,2
4829,Lakshminarayana Pura,1336.0,2.0,100.0,2
4830,Lakshminarayana Pura,1175.0,2.0,75.0,2
4831,Lakshminarayana Pura,1190.0,2.0,75.0,2
4832,Lakshminarayana Pura,1200.0,2.0,75.0,2
4833,Lakshminarayana Pura,1200.0,2.0,75.0,2
4834,Lakshminarayana Pura,1165.0,2.0,75.0,2
4835,Lakshminarayana Pura,1145.0,2.0,75.0,2
4836,Lakshminarayana Pura,1500.0,3.0,104.0,3
4837,Lakshminarayana Pura,1210.0,2.0,75.0,2
4838,Lakshminarayana Pura,1169.0,2.0,75.0,2
4839,Lakshminarayana Pura,1200.0,2.0,75.0,2
4840,Lakshminarayana Pura,1172.0,2.0,75.0,2
4841,Lakshminarayana Pura,1172.0,2.0,75.0,2
4842,Lakshminarayana Pura,1180.0,2.0,75.0,2
4843,Lakshminarayana Pura,1200.0,2.0,83.0,2
4844,Lakshminarayana Pura,1200.0,2.0,80.0,2
4845,Lakshminarayana Pura,1195.0,2.0,75.0,2
4846,Lakshminarayana Pura,1200.0,2.0,80.0,2
4847,Lingadheeranahalli,1521.0,3.0,95.0,3
4848,Lingadheeranahalli,1511.0,3.0,95.0,3
4849,Lingadheeranahalli,1683.0,3.0,109.0,3
4850,Lingadheeranahalli,1519.0,3.0,93.0,3
4851,Lingadheeranahalli,1521.0,3.0,94.99,3
4852,Lingadheeranahalli,1682.0,3.0,120.0,3
4853,Lingadheeranahalli,1521.0,3.0,94.71,3
4854,Lingadheeranahalli,1893.0,3.0,130.0,3
4855,Lingadheeranahalli,1705.0,3.0,110.0,3
4856,Lingadheeranahalli,2245.0,4.0,154.0,4
4857,Lingadheeranahalli,1682.0,3.0,113.0,3
4858,Lingadheeranahalli,1682.0,3.0,114.0,3
4859,Lingadheeranahalli,1506.0,3.0,95.0,3
4860,Lingadheeranahalli,1683.0,3.0,110.0,3
4861,Lingadheeranahalli,1684.0,3.0,120.0,3
4862,Lingadheeranahalli,2236.0,4.0,153.0,4
4863,Lingadheeranahalli,1894.0,4.0,114.0,3
4864,Lingadheeranahalli,2240.0,4.0,160.0,4
4865,Magadi Road,3600.0,6.0,141.0,6
4866,Magadi Road,1116.0,2.0,50.0,2
4868,Magadi Road,884.0,2.0,41.1,2
4869,Magadi Road,1005.0,2.0,55.78,2
4870,Magadi Road,1000.0,2.0,46.5,2
4871,Magadi Road,1500.0,2.0,93.0,4
4873,Magadi Road,1345.0,2.0,55.0,2
4875,Magadi Road,5000.0,6.0,360.0,5
4876,Magadi Road,1116.0,2.0,51.89,2
4877,Magadi Road,1052.0,2.0,60.0,3
4878,Magadi Road,940.0,2.0,50.0,2
4879,Magadi Road,1318.0,2.0,68.0,3
4881,Magadi Road,884.0,2.0,48.0,2
4883,Mahadevpura,1150.0,2.0,52.0,2
4884,Mahadevpura,1250.0,2.0,52.0,2
4885,Mahadevpura,1260.0,2.0,57.6,2
4886,Mahadevpura,730.0,1.0,35.0,1
4887,Mahadevpura,1434.0,2.0,67.39,3
4888,Mahadevpura,1146.0,2.0,53.8,2
4889,Mahadevpura,1532.0,2.0,62.0,2
4890,Mahadevpura,1620.0,2.0,76.0,3
4891,Mahadevpura,1136.0,2.0,64.5,2
4892,Mahadevpura,1400.0,2.0,65.8,3
4893,Mahadevpura,1137.0,2.0,53.4,2
4894,Mahadevpura,1601.0,3.0,95.0,3
4895,Mahadevpura,1450.0,3.0,75.0,3
4896,Mahadevpura,1152.0,2.0,54.0,2
4897,Mahadevpura,1212.0,2.0,56.9,2
4899,Mahadevpura,1505.0,3.0,78.0,3
4900,Mahadevpura,1500.0,2.0,70.0,3
4901,Mahadevpura,1236.0,2.0,58.0,2
4902,Mahadevpura,1236.0,2.0,58.0,2
4903,Mahadevpura,1120.0,2.0,53.0,2
4904,Mahalakshmi Layout,1575.0,5.0,158.0,4
4905,Mahalakshmi Layout,1105.0,2.0,80.0,2
4906,Mahalakshmi Layout,1200.0,3.0,160.0,4
4907,Mahalakshmi Layout,1200.0,2.0,110.0,3
4908,Mahalakshmi Layout,1876.0,3.0,150.0,3
4909,Mallasandra,1665.0,3.0,95.0,3
4910,Mallasandra,1665.0,3.0,86.58,3
4911,Mallasandra,1340.0,2.0,61.0,2
4912,Mallasandra,1325.0,2.0,70.0,2
4913,Mallasandra,1665.0,3.0,86.91,3
4914,Mallasandra,1325.0,2.0,70.0,2
4915,Mallasandra,905.0,2.0,40.0,2
4916,Mallasandra,1325.0,2.0,65.0,2
4917,Mallasandra,1325.0,2.0,73.0,2
4918,Mallasandra,1565.0,2.0,69.0,2
4919,Mallasandra,905.0,2.0,35.0,2
4921,Mallasandra,1100.0,2.0,76.3,3
4922,Malleshpalya,1140.0,2.0,46.5,2
4923,Malleshpalya,1225.0,2.0,46.86,2
4925,Malleshpalya,1052.0,2.0,50.0,2
4926,Malleshpalya,1405.0,2.0,77.0,3
4927,Malleshpalya,1065.0,2.0,50.0,2
4928,Malleshpalya,1210.0,2.0,55.0,2
4930,Malleshpalya,1060.0,2.0,40.0,2
4931,Malleshpalya,1430.0,2.0,69.5,3
4932,Malleshpalya,1421.0,2.0,90.0,2
4933,Malleshpalya,1245.0,2.0,55.0,2
4934,Malleshpalya,1200.0,2.0,46.0,2
4935,Malleshpalya,1225.0,2.0,52.0,2
4936,Malleshwaram,705.0,1.0,67.0,1
4937,Malleshwaram,12000.0,7.0,2200.0,7
4938,Malleshwaram,2500.0,5.0,325.0,4
4939,Malleshwaram,2006.0,3.0,297.0,3
4940,Malleshwaram,686.0,1.0,62.5,1
4941,Malleshwaram,2475.0,4.0,332.0,3
4942,Malleshwaram,2610.0,3.0,399.0,3
4943,Malleshwaram,2475.0,4.0,320.0,3
4944,Malleshwaram,900.0,2.0,95.0,2
4945,Malleshwaram,1420.0,2.0,158.0,2
4946,Malleshwaram,2000.0,3.0,250.0,3
4947,Malleshwaram,2215.0,3.0,275.0,3
4949,Malleshwaram,2475.0,4.0,300.0,3
4950,Malleshwaram,2345.0,2.0,293.0,3
4952,Malleshwaram,2215.0,4.0,310.0,3
4953,Malleshwaram,480.0,1.0,60.0,1
4954,Malleshwaram,1290.0,2.0,120.0,2
4955,Malleshwaram,2475.0,4.0,326.0,3
4956,Malleshwaram,2476.0,3.0,337.0,3
4957,Malleshwaram,900.0,2.0,90.0,2
4959,Malleshwaram,2050.0,4.0,270.0,3
4960,Malleshwaram,900.0,2.0,72.0,2
4961,Malleshwaram,620.0,1.0,86.8,1
4962,Malleshwaram,600.0,1.0,68.0,2
4963,Malleshwaram,2475.0,4.0,337.0,3
4964,Malleshwaram,2215.0,3.0,275.0,3
4965,Malleshwaram,2215.0,3.0,330.0,3
4967,Malleshwaram,1020.0,2.0,80.0,2
4968,Malleshwaram,600.0,1.0,90.0,2
4969,Malleshwaram,2200.0,3.0,275.0,3
4970,Malleshwaram,2475.0,4.0,326.0,3
4971,Malleshwaram,1500.0,2.0,140.0,2
4972,Malleshwaram,2475.0,4.0,340.0,3
4973,Malleshwaram,1400.0,2.0,190.0,2
4974,Malleshwaram,2475.0,4.0,300.0,3
4975,Malleshwaram,2400.0,3.0,380.0,3
4976,Malleshwaram,580.0,1.0,45.0,1
4977,Malleshwaram,1410.0,2.0,125.0,2
4980,Marathahalli,1220.0,2.0,57.0,2
4981,Marathahalli,1200.0,2.0,52.0,2
4982,Marathahalli,1200.0,2.0,60.0,2
4983,Marathahalli,1933.0,3.0,140.0,3
4984,Marathahalli,950.0,2.0,46.96,2
4985,Marathahalli,1230.0,2.0,80.0,2
4986,Marathahalli,3800.0,4.0,250.0,4
4987,Marathahalli,1019.0,2.0,49.85,2
4988,Marathahalli,1215.0,2.0,67.0,2
4989,Marathahalli,2181.0,3.0,152.0,4
4990,Marathahalli,1170.0,2.0,53.0,2
4991,Marathahalli,1019.0,2.0,49.86,2
4992,Marathahalli,1325.0,2.0,71.55,2
4993,Marathahalli,1220.0,2.0,56.5,2
4995,Marathahalli,1152.0,2.0,56.0,2
4996,Marathahalli,1610.0,3.0,90.0,3
4997,Marathahalli,1146.0,2.0,70.0,2
4999,Marathahalli,1469.0,3.0,89.0,3
5004,Marathahalli,2519.0,5.0,185.0,4
5006,Marathahalli,957.0,2.0,46.9,2
5007,Marathahalli,1583.0,3.0,105.0,3
5008,Marathahalli,2524.0,5.0,190.0,4
5012,Marathahalli,1071.0,2.0,52.25,2
5013,Marathahalli,1215.0,2.0,58.86,2
5014,Marathahalli,1102.0,2.0,53.67,2
5015,Marathahalli,1900.0,3.0,123.0,3
5016,Marathahalli,1045.0,2.0,60.0,2
5018,Marathahalli,1215.0,2.0,58.86,2
5019,Marathahalli,1365.0,2.0,73.0,2
5024,Marathahalli,1208.0,2.0,70.0,2
5025,Marathahalli,1325.0,1.0,92.0,2
5026,Marathahalli,1525.0,3.0,90.0,3
5027,Marathahalli,1937.0,3.0,140.0,3
5028,Marathahalli,1550.0,3.0,83.0,3
5029,Marathahalli,1350.0,2.0,86.0,2
5030,Marathahalli,957.0,2.0,47.0,2
5032,Marathahalli,1230.0,2.0,57.0,2
5033,Marathahalli,1200.0,2.0,58.0,2
5035,Marathahalli,607.0,1.0,35.0,1
5036,Marathahalli,1583.0,3.0,109.0,3
5037,Marathahalli,1075.0,2.0,52.43,2
5038,Marathahalli,1360.0,2.0,103.0,2
5039,Marathahalli,1220.0,2.0,58.5,2
5040,Marathahalli,950.0,2.0,45.68,2
5041,Marathahalli,615.0,1.0,44.0,1
5042,Marathahalli,1595.0,3.0,90.0,3
5043,Marathahalli,1350.0,2.0,89.0,2
5044,Marathahalli,1020.0,2.0,57.0,2
5045,Marathahalli,1600.0,3.0,88.0,2
5046,Marathahalli,780.0,1.0,55.0,1
5047,Marathahalli,1710.0,3.0,100.0,3
5049,Marathahalli,1358.0,2.0,81.0,2
5050,Marathahalli,1205.0,2.0,75.0,2
5051,Marathahalli,1730.0,3.0,110.0,3
5052,Marathahalli,1583.0,3.0,115.0,3
5053,Marathahalli,1200.0,2.0,67.0,2
5054,Marathahalli,1095.0,2.0,60.0,2
5055,Marathahalli,1060.0,2.0,48.0,2
5056,Marathahalli,1050.0,2.0,65.0,2
5057,Marathahalli,1102.0,2.0,53.67,2
5058,Marathahalli,1026.0,2.0,49.95,2
5061,Marathahalli,1220.0,2.0,59.0,2
5062,Marathahalli,881.0,2.0,48.06,2
5064,Marathahalli,1710.0,3.0,100.0,3
5065,Marathahalli,1680.0,3.0,105.0,3
5066,Marathahalli,1910.0,3.0,119.0,3
5067,Marathahalli,1602.0,2.0,104.0,2
5068,Marathahalli,700.0,1.0,38.0,1
5069,Marathahalli,1469.0,3.0,89.0,3
5071,Marathahalli,1690.0,3.0,116.0,3
5072,Marathahalli,1065.0,2.0,55.0,2
5073,Marathahalli,1693.0,3.0,125.0,3
5074,Marathahalli,1693.0,3.0,125.0,3
5075,Marathahalli,1196.0,2.0,57.9,2
5076,Marathahalli,1595.0,3.0,88.0,3
5077,Marathahalli,2122.0,3.0,125.0,3
5078,Marathahalli,1730.0,3.0,115.0,3
5081,Marathahalli,1125.0,2.0,55.0,2
5082,Marathahalli,1950.0,3.0,115.0,3
5083,Marathahalli,1250.0,2.0,68.0,2
5084,Marathahalli,1125.0,2.0,56.8,2
5085,Marathahalli,1350.0,2.0,90.0,2
5086,Marathahalli,1200.0,2.0,53.0,2
5087,Marathahalli,2500.0,5.0,175.0,4
5088,Marathahalli,957.0,2.0,47.0,2
5091,Marathahalli,1350.0,2.0,60.0,2
5092,Marathahalli,3400.0,4.0,235.0,4
5093,Marathahalli,1350.0,2.0,99.0,2
5095,Marathahalli,1285.0,2.0,55.0,2
5096,Marathahalli,2500.0,5.0,181.0,4
5097,Marathahalli,3800.0,4.0,235.0,4
5098,Marathahalli,3951.0,4.0,230.0,4
5099,Marathahalli,1125.0,2.0,54.8,2
5100,Marathahalli,1700.0,3.0,126.0,3
5102,Marathahalli,1270.0,2.0,73.0,2
5104,Marathahalli,950.0,2.0,46.7,2
5105,Marathahalli,1550.0,3.0,85.0,3
5106,Marathahalli,1019.0,2.0,49.86,2
5107,Marathahalli,1144.0,2.0,65.0,2
5108,Marathahalli,1240.0,2.0,55.0,2
5109,Marathahalli,1100.0,2.0,75.0,1
5110,Marathahalli,1156.0,2.0,52.0,2
5111,Marathahalli,2524.0,5.0,180.0,4
5112,Marathahalli,1135.0,2.0,60.0,2
5113,Marathahalli,1839.0,3.0,130.0,3
5114,Marathahalli,1170.0,2.0,85.0,2
5115,Marathahalli,1102.0,2.0,53.67,2
5116,Marathahalli,1108.0,2.0,60.0,3
5117,Marathahalli,1449.0,3.0,110.0,3
5118,Marathahalli,1360.0,2.0,101.0,2
5119,Marathahalli,1026.0,2.0,50.18,2
5122,Marathahalli,1270.0,2.0,80.0,2
5123,Marathahalli,1100.0,2.0,50.0,2
5124,Marathahalli,1196.0,2.0,57.95,2
5126,Marathahalli,1485.0,2.0,90.0,3
5127,Marathahalli,1146.0,2.0,69.0,2
5128,Margondanahalli,1090.0,2.0,58.0,2
5129,Margondanahalli,1200.0,2.0,58.5,2
5130,Margondanahalli,1200.0,2.0,67.0,2
5132,Margondanahalli,1000.0,2.0,57.0,2
5134,Margondanahalli,600.0,2.0,35.0,2
5135,Margondanahalli,1200.0,2.0,69.0,2
5136,Margondanahalli,900.0,2.0,49.0,2
5137,Margondanahalli,1140.0,2.0,60.0,2
5138,Margondanahalli,1100.0,2.0,55.0,2
5139,Margondanahalli,1152.0,1.0,66.0,2
5141,Margondanahalli,1200.0,2.0,65.0,2
5142,Margondanahalli,1050.0,2.0,58.0,2
5143,Margondanahalli,1160.0,2.0,65.0,2
5144,Margondanahalli,1334.0,2.0,67.76,2
5145,Marsur,1800.0,4.0,145.0,4
5146,Marsur,1200.0,3.0,90.0,3
5147,Marsur,1200.0,3.0,120.0,3
5148,Mico Layout,5000.0,9.0,210.0,9
5149,Mico Layout,1550.0,2.0,65.0,3
5150,Mico Layout,1125.0,2.0,40.0,2
5151,Mico Layout,1190.0,2.0,39.25,2
5152,Mico Layout,800.0,1.0,29.5,1
5153,Mico Layout,1250.0,2.0,44.0,3
5154,Mico Layout,1171.0,2.0,39.0,2
5155,Mico Layout,1200.0,2.0,53.5,2
5156,Mico Layout,1670.0,3.0,59.0,3
5157,Mico Layout,1140.0,2.0,43.0,2
5158,More Location,2770.0,4.0,290.0,3
5161,More Location,600.0,1.0,38.0,1
5164,More Location,1500.0,2.0,185.0,2
5165,More Location,840.0,2.0,45.0,2
5166,More Location,4395.0,3.0,240.0,3
5167,More Location,845.0,2.0,55.0,2
5168,More Location,2511.0,3.0,205.0,3
5169,More Location,1660.0,2.0,105.0,3
5171,More Location,1200.0,2.0,65.0,2
5172,More Location,1200.0,3.0,90.0,3
5176,More Location,782.0,2.0,55.68,2
5177,More Location,1800.0,3.0,120.0,3
5178,More Location,1413.0,2.0,75.0,3
5179,More Location,945.0,2.0,54.0,2
5180,More Location,1870.0,3.0,110.0,3
5181,More Location,1260.0,2.0,85.05,3
5183,More Location,2795.0,4.0,235.0,3
5185,More Location,1904.0,3.0,150.0,3
5186,More Location,2000.0,3.0,175.0,3
5189,More Location,1500.0,3.0,100.0,3
5191,More Location,1783.0,3.0,115.0,3
5192,More Location,912.0,2.0,70.0,3
5195,More Location,1580.0,3.0,100.0,3
5196,More Location,1415.0,3.0,78.0,3
5198,More Location,2405.0,4.0,260.0,3
5199,More Location,1500.0,2.0,115.0,2
5204,More Location,1060.0,2.0,60.0,2
5205,More Location,2600.0,8.0,180.0,8
5207,More Location,1285.0,2.0,72.5,2
5208,More Location,4050.0,3.0,280.0,3
5211,More Location,1280.0,2.0,69.0,2
5212,More Location,3045.0,3.0,170.0,3
5215,More Location,900.0,2.0,110.0,2
5220,More Location,1560.0,3.0,115.0,3
5223,More Location,1200.0,4.0,165.0,4
5225,More Location,1645.0,3.0,95.0,3
5226,More Location,1200.0,2.0,79.0,2
5228,More Location,1350.0,2.0,140.0,3
5229,More Location,1800.0,3.0,150.0,3
5231,More Location,1762.0,3.0,125.0,3
5233,More Location,1200.0,3.0,90.0,3
5234,More Location,2023.71,3.0,275.0,3
5240,More Location,2150.0,4.0,240.0,3
5243,More Location,3309.0,4.0,325.0,4
5244,More Location,5000.0,9.0,360.0,11
5246,More Location,1150.0,2.0,126.0,2
5249,More Location,1200.0,2.0,74.0,2
5252,More Location,1753.0,3.0,120.0,3
5254,More Location,720.0,2.0,45.0,2
5257,More Location,1200.0,3.0,165.0,4
5258,More Location,700.0,1.0,41.0,1
5260,More Location,1595.0,3.0,115.0,3
5261,More Location,1353.0,2.0,110.0,2
5262,More Location,1200.0,2.0,85.0,1
5265,More Location,1325.0,2.0,90.0,3
5268,More Location,1056.0,2.0,80.0,2
5270,More Location,1600.0,3.0,86.0,3
5272,More Location,1544.0,3.0,120.0,3
5273,More Location,1200.0,2.0,65.0,2
5274,More Location,540.0,1.0,36.0,1
5275,More Location,1578.0,3.0,180.0,3
5277,More Location,1600.0,2.0,115.0,2
5278,More Location,416.0,1.0,18.5,1
5281,More Location,834.0,1.0,60.0,1
5282,More Location,1125.0,4.0,70.0,3
5283,More Location,3000.0,5.0,260.0,4
5284,More Location,2160.0,5.0,250.0,6
5286,More Location,469.0,1.0,25.0,1
5291,More Location,1630.0,2.0,200.0,2
5293,More Location,1200.0,2.0,70.0,3
5294,More Location,1350.0,3.0,77.0,3
5295,More Location,4046.0,4.0,445.0,4
5296,More Location,1180.0,2.0,78.34,3
5297,More Location,1355.0,2.0,115.0,2
5298,More Location,600.0,1.0,50.0,1
5299,More Location,1875.0,3.0,165.0,3
5300,More Location,600.0,2.0,55.0,2
5303,More Location,1750.0,3.0,120.0,3
5306,More Location,1092.0,2.0,98.5,3
5309,More Location,1855.0,3.0,225.0,3
5313,More Location,425.0,1.0,20.03,1
5315,More Location,600.0,1.0,60.0,1
5316,More Location,1468.0,2.0,140.0,2
5317,More Location,4300.0,5.0,550.0,4
5319,More Location,775.0,2.0,55.0,2
5322,More Location,1352.0,3.0,135.0,3
5324,More Location,1200.0,3.0,95.0,4
5325,More Location,1976.0,3.0,184.0,3
5326,More Location,5500.0,4.0,600.0,4
5327,More Location,1200.0,3.0,95.0,3
5330,More Location,1180.0,2.0,69.0,2
5331,More Location,686.0,1.0,17.0,1
5333,More Location,1500.0,4.0,180.0,4
5335,More Location,1282.0,2.0,87.0,2
5337,More Location,1500.0,2.0,95.0,3
5338,More Location,1300.0,1.0,115.0,2
5339,More Location,530.0,1.0,20.0,1
5340,More Location,1350.0,2.0,80.0,2
5342,More Location,2400.0,6.0,125.0,8
5344,More Location,1141.0,2.0,62.0,2
5347,More Location,950.0,1.0,40.0,1
5354,More Location,1480.0,3.0,90.0,3
5355,More Location,1600.0,3.0,90.0,3
5356,More Location,1200.0,4.0,135.0,4
5358,More Location,1500.0,3.0,115.0,3
5359,More Location,1824.0,3.0,125.0,3
5360,More Location,750.0,1.0,56.25,1
5367,More Location,6000.0,5.0,400.0,4
5368,More Location,2400.0,3.0,170.0,3
5370,More Location,1500.0,2.0,98.0,3
5371,More Location,3095.0,3.0,350.0,3
5373,More Location,1200.0,1.0,28.0,1
5374,More Location,1500.0,3.0,100.0,3
5376,More Location,1560.0,5.0,145.0,5
5378,More Location,1560.0,3.0,188.0,3
5381,More Location,485.0,1.0,15.0,1
5387,More Location,1200.0,3.0,130.0,3
5388,More Location,1050.0,2.0,67.0,2
5389,More Location,1596.0,3.0,105.0,3
5393,More Location,1200.0,3.0,85.0,3
5394,More Location,1132.0,2.0,67.0,2
5396,More Location,1515.0,3.0,88.0,3
5399,More Location,1380.0,2.0,80.0,2
5402,More Location,4346.0,5.0,500.0,4
5404,More Location,2200.0,3.0,187.0,3
5405,More Location,3329.0,3.0,330.0,3
5406,More Location,3600.0,4.0,300.0,4
5407,More Location,3500.0,3.0,450.0,4
5409,More Location,1093.0,2.0,65.0,2
5411,More Location,1535.0,3.0,95.0,3
5413,More Location,1100.0,2.0,62.7,2
5416,More Location,2197.0,4.0,280.0,3
5418,More Location,1100.0,2.0,60.0,2
5419,More Location,1600.0,3.0,172.0,4
5420,More Location,1450.0,2.0,85.0,3
5421,More Location,2000.0,3.0,166.0,4
5425,More Location,1756.0,3.0,100.0,3
5426,More Location,1532.0,3.0,92.0,3
5427,More Location,1650.0,3.0,110.0,3
5428,More Location,1200.0,2.0,66.0,2
5430,More Location,1525.0,2.0,122.0,3
5434,More Location,2400.0,3.0,200.0,4
5435,More Location,1000.0,2.0,130.0,2
5437,More Location,3040.0,1.0,180.0,2
5439,More Location,1390.0,3.0,120.0,3
5441,More Location,1135.0,2.0,68.0,2
5442,More Location,900.0,2.0,55.0,2
5446,More Location,2500.0,3.0,250.0,3
5450,More Location,1269.72,2.0,68.0,2
5451,More Location,1168.0,3.0,70.0,3
5453,More Location,2100.0,4.0,155.0,4
5455,More Location,1515.0,3.0,93.93,3
5460,More Location,2700.0,4.0,214.0,6
5461,More Location,2000.0,3.0,210.0,3
5462,More Location,2400.0,4.0,300.0,5
5463,More Location,1760.0,3.0,176.0,3
5464,More Location,595.0,1.0,42.0,1
5469,More Location,1170.0,2.0,86.0,2
5470,More Location,2200.0,4.0,235.0,4
5478,More Location,1650.0,3.0,175.0,3
5480,More Location,1670.0,3.0,91.86,3
5484,More Location,1250.0,2.0,80.0,3
5485,More Location,1650.0,4.0,160.0,3
5486,More Location,800.0,2.0,50.0,2
5487,More Location,1225.0,2.0,150.0,2
5489,More Location,3675.0,4.0,367.0,4
5490,More Location,1200.0,2.0,150.0,2
5493,More Location,1350.0,2.0,80.0,2
5495,More Location,1614.0,3.0,110.0,3
5496,More Location,1188.0,2.0,73.0,2
5497,More Location,1480.0,3.0,90.0,3
5498,More Location,680.0,2.0,42.0,2
5501,More Location,955.0,2.0,53.55,2
5503,More Location,2479.13,3.0,215.0,3
5504,More Location,1100.0,2.0,106.0,2
5507,More Location,1925.0,3.0,120.0,3
5508,More Location,650.0,1.0,26.0,1
5510,More Location,2000.0,3.0,207.0,3
5511,More Location,1050.0,2.0,110.0,2
5513,More Location,2204.0,2.0,305.0,3
5519,More Location,1685.0,2.0,110.0,3
5521,More Location,1550.0,3.0,110.0,3
5522,More Location,500.0,1.0,20.0,1
5524,More Location,3155.0,4.0,370.0,3
5525,More Location,1765.0,3.0,105.0,3
5526,More Location,1265.0,2.0,70.0,2
5527,More Location,1012.0,2.0,59.0,2
5528,More Location,2045.0,4.0,154.0,3
5530,More Location,2400.0,4.0,280.0,6
5531,More Location,581.91,2.0,25.0,1
5532,More Location,1158.0,2.0,85.0,3
5533,More Location,925.0,2.0,51.0,2
5534,More Location,1415.0,2.0,110.0,2
5537,More Location,4750.0,5.0,600.0,4
5538,More Location,1840.0,3.0,155.0,3
5539,More Location,1350.0,2.0,185.0,2
5540,More Location,824.0,2.0,60.0,2
5541,More Location,1340.0,2.0,100.0,3
5542,More Location,1620.0,2.0,110.0,3
5543,More Location,1533.0,3.0,115.0,3
5544,More Location,1560.0,3.0,85.0,3
5546,More Location,750.0,1.0,25.0,1
5547,More Location,1375.0,2.0,85.0,3
5554,More Location,1500.0,3.0,88.0,3
5556,More Location,1140.0,2.0,76.0,2
5557,More Location,1198.0,2.0,84.0,2
5558,More Location,4000.0,4.0,520.0,4
5560,More Location,1370.0,2.0,75.0,2
5564,More Location,1000.0,1.0,55.0,2
5565,More Location,1200.0,2.0,125.0,2
5569,More Location,1050.0,1.0,70.0,1
5570,More Location,1200.0,2.0,80.0,3
5578,More Location,400.0,1.0,14.0,1
5580,More Location,1575.0,4.0,150.0,5
5582,More Location,4800.0,5.0,629.0,4
5583,More Location,1200.0,2.0,70.0,2
